,background radiations,background radiations,E11t,E11g,E12t,E12g,E13t,E13g,E21t,E21g,E22t,E22g,E23t,E23g,E31t,E31g,E32t,E32g,E33t,E33g,E34t,E34g,E35t,E35g,E36t,E36g,E37t,E37g,E38t,E38g,E39t,E39g,E310t,E310g,E311t,E311g,E312t,E312g,E313t,E313g,E314t,E314g,E315t,E315g,E316t,E316g,E317t,E317g,E318t,E318g,E319t,E319g,E320t,E320g,E41t,E41g,E42t,E42g,E43t,E43g,E44t,E44g,E45t,E45g
,,,113.000,1,113.000,3,113.000,1,,,,,,,56.500,0,56.500,1,56.500,1,56.500,1,56.500,2,56.500,2,56.500,3,56.500,4,56.500,1,56.500,2,56.500,2,56.500,2,56.500,1,56.500,0,56.500,1,56.500,1,56.500,0,56.500,0,56.500,1,56.500,1,,,,,,,,,,
,,,113.200,3,113.200,1,113.200,1,,,,,,,56.600,2,56.600,2,56.600,0,56.600,1,56.600,3,56.600,0,56.600,1,56.600,0,56.600,2,56.600,3,56.600,0,56.600,2,56.600,2,56.600,0,56.600,1,56.600,0,56.600,0,56.600,1,56.600,0,56.600,1,,,,,,,,,,
,,,113.400,2,113.400,3,113.400,3,,,,,,,56.700,1,56.700,1,56.700,0,56.700,2,56.700,0,56.700,1,56.700,1,56.700,0,56.700,1,56.700,0,56.700,0,56.700,3,56.700,0,56.700,3,56.700,1,56.700,1,56.700,2,56.700,0,56.700,3,56.700,1,,,,,,,,,,
,,,113.600,6,113.600,2,113.600,2,,,,,,,56.800,0,56.800,2,56.800,2,56.800,0,56.800,3,56.800,2,56.800,1,56.800,2,56.800,0,56.800,0,56.800,1,56.800,2,56.800,1,56.800,2,56.800,4,56.800,3,56.800,2,56.800,1,56.800,1,56.800,0,,,,,,,,,,
,,,113.800,2,113.800,0,113.800,5,,,,,,,56.900,1,56.900,1,56.900,0,56.900,0,56.900,1,56.900,0,56.900,2,56.900,1,56.900,1,56.900,1,56.900,1,56.900,2,56.900,0,56.900,1,56.900,1,56.900,0,56.900,0,56.900,0,56.900,3,56.900,2,,,,,,,,,,
,,,114.000,2,114.000,0,114.000,1,,,,,,,57.000,0,57.000,1,57.000,0,57.000,0,57.000,0,57.000,1,57.000,0,57.000,1,57.000,0,57.000,1,57.000,1,57.000,1,57.000,0,57.000,0,57.000,1,57.000,3,57.000,4,57.000,0,57.000,0,57.000,0,,,,,,,,,,
,,,114.200,1,114.200,3,114.200,0,,,,,,,57.100,1,57.100,2,57.100,0,57.100,3,57.100,2,57.100,1,57.100,0,57.100,1,57.100,2,57.100,1,57.100,1,57.100,3,57.100,2,57.100,0,57.100,2,57.100,2,57.100,1,57.100,1,57.100,0,57.100,1,,,,,,,,,,
,,,114.400,1,114.400,2,114.400,2,,,,,,,57.200,1,57.200,2,57.200,0,57.200,2,57.200,0,57.200,0,57.200,1,57.200,1,57.200,2,57.200,2,57.200,3,57.200,1,57.200,2,57.200,1,57.200,2,57.200,1,57.200,0,57.200,1,57.200,1,57.200,0,,,,,,,,,,
,,,114.600,2,114.600,3,114.600,1,,,,,,,57.300,1,57.300,0,57.300,0,57.300,2,57.300,0,57.300,0,57.300,1,57.300,1,57.300,1,57.300,1,57.300,1,57.300,0,57.300,0,57.300,3,57.300,4,57.300,0,57.300,1,57.300,1,57.300,0,57.300,3,,,,,,,,,,
,,,114.800,0,114.800,0,114.800,2,,,,,,,57.400,1,57.400,2,57.400,2,57.400,1,57.400,1,57.400,2,57.400,0,57.400,0,57.400,1,57.400,3,57.400,1,57.400,0,57.400,3,57.400,1,57.400,0,57.400,2,57.400,3,57.400,1,57.400,0,57.400,2,,,,,,,,,,
,,,115.000,1,115.000,3,115.000,0,,,,,,,57.500,1,57.500,0,57.500,0,57.500,2,57.500,1,57.500,1,57.500,1,57.500,2,57.500,0,57.500,0,57.500,0,57.500,3,57.500,1,57.500,1,57.500,1,57.500,2,57.500,1,57.500,3,57.500,1,57.500,1,,,,,,,,,,
,,,115.200,1,115.200,0,115.200,1,,,,,,,57.600,1,57.600,0,57.600,1,57.600,5,57.600,0,57.600,0,57.600,0,57.600,1,57.600,1,57.600,2,57.600,2,57.600,0,57.600,1,57.600,0,57.600,0,57.600,1,57.600,3,57.600,3,57.600,0,57.600,2,,,,,,,,,,
,,,115.400,4,115.400,2,115.400,5,,,,,,,57.700,0,57.700,0,57.700,1,57.700,2,57.700,0,57.700,0,57.700,0,57.700,2,57.700,2,57.700,0,57.700,1,57.700,0,57.700,0,57.700,2,57.700,1,57.700,1,57.700,0,57.700,1,57.700,1,57.700,1,,,,,,,,,,
,,,115.600,5,115.600,4,115.600,1,,,,,,,57.800,0,57.800,2,57.800,1,57.800,2,57.800,3,57.800,0,57.800,0,57.800,1,57.800,2,57.800,2,57.800,0,57.800,0,57.800,2,57.800,0,57.800,0,57.800,1,57.800,2,57.800,1,57.800,2,57.800,1,,,,,,,,,,
,,,115.800,2,115.800,1,115.800,3,,,,,,,57.900,1,57.900,2,57.900,2,57.900,2,57.900,1,57.900,3,57.900,4,57.900,3,57.900,1,57.900,2,57.900,2,57.900,3,57.900,0,57.900,0,57.900,0,57.900,2,57.900,4,57.900,0,57.900,1,57.900,1,,,,,,,,,,
,,,116.000,7,116.000,3,116.000,1,,,,,,,58.000,2,58.000,0,58.000,0,58.000,0,58.000,1,58.000,0,58.000,2,58.000,0,58.000,1,58.000,0,58.000,1,58.000,0,58.000,2,58.000,1,58.000,3,58.000,2,58.000,1,58.000,2,58.000,0,58.000,4,,,,,,,,,,
,,,116.200,0,116.200,3,116.200,0,,,,,,,58.100,0,58.100,3,58.100,1,58.100,2,58.100,2,58.100,1,58.100,3,58.100,1,58.100,0,58.100,1,58.100,3,58.100,0,58.100,1,58.100,0,58.100,1,58.100,2,58.100,2,58.100,0,58.100,1,58.100,1,,,,,,,,,,
,,,116.400,2,116.400,1,116.400,2,,,,,,,58.200,0,58.200,1,58.200,3,58.200,0,58.200,0,58.200,1,58.200,3,58.200,0,58.200,0,58.200,5,58.200,1,58.200,2,58.200,1,58.200,0,58.200,4,58.200,3,58.200,2,58.200,1,58.200,0,58.200,1,,,,,,,,,,
,,,116.600,1,116.600,1,116.600,1,,,,,,,58.300,2,58.300,0,58.300,1,58.300,0,58.300,0,58.300,2,58.300,2,58.300,2,58.300,0,58.300,1,58.300,0,58.300,3,58.300,1,58.300,3,58.300,0,58.300,1,58.300,2,58.300,3,58.300,1,58.300,2,,,,,,,,,,
,,,116.800,0,116.800,3,116.800,2,,,,,,,58.400,1,58.400,1,58.400,1,58.400,1,58.400,1,58.400,1,58.400,0,58.400,0,58.400,0,58.400,2,58.400,2,58.400,0,58.400,0,58.400,0,58.400,2,58.400,2,58.400,1,58.400,0,58.400,1,58.400,1,,,,,,,,,,
,,,117.000,3,117.000,3,117.000,4,,,,,,,58.500,3,58.500,2,58.500,1,58.500,2,58.500,2,58.500,1,58.500,2,58.500,1,58.500,0,58.500,1,58.500,1,58.500,0,58.500,2,58.500,0,58.500,0,58.500,0,58.500,2,58.500,0,58.500,0,58.500,0,,,,,,,,,,
,,,117.200,4,117.200,4,117.200,3,,,,,,,58.600,0,58.600,2,58.600,2,58.600,1,58.600,1,58.600,0,58.600,2,58.600,1,58.600,0,58.600,2,58.600,0,58.600,3,58.600,3,58.600,1,58.600,1,58.600,0,58.600,3,58.600,0,58.600,0,58.600,1,,,,,,,,,,
,,,117.400,1,117.400,3,117.400,0,,,,,,,58.700,1,58.700,2,58.700,3,58.700,0,58.700,0,58.700,0,58.700,1,58.700,2,58.700,2,58.700,1,58.700,3,58.700,2,58.700,2,58.700,0,58.700,3,58.700,1,58.700,1,58.700,4,58.700,1,58.700,3,,,,,,,,,,
,,,117.600,2,117.600,0,117.600,3,,,,,,,58.800,1,58.800,3,58.800,1,58.800,0,58.800,0,58.800,0,58.800,0,58.800,1,58.800,3,58.800,1,58.800,1,58.800,2,58.800,4,58.800,1,58.800,2,58.800,2,58.800,2,58.800,1,58.800,4,58.800,0,,,,,,,,,,
,,,117.800,2,117.800,4,117.800,1,,,,,,,58.900,2,58.900,1,58.900,0,58.900,1,58.900,1,58.900,1,58.900,0,58.900,3,58.900,0,58.900,2,58.900,0,58.900,1,58.900,2,58.900,0,58.900,1,58.900,0,58.900,0,58.900,0,58.900,1,58.900,0,,,,,,,,,,
,,,118.000,2,118.000,1,118.000,2,,,,,,,59.000,1,59.000,1,59.000,1,59.000,1,59.000,1,59.000,0,59.000,1,59.000,2,59.000,1,59.000,1,59.000,1,59.000,0,59.000,0,59.000,0,59.000,1,59.000,4,59.000,4,59.000,0,59.000,1,59.000,1,,,,,,,,,,
,,,118.200,3,118.200,2,118.200,1,,,,,,,59.100,1,59.100,1,59.100,0,59.100,3,59.100,0,59.100,0,59.100,0,59.100,1,59.100,1,59.100,1,59.100,0,59.100,0,59.100,1,59.100,4,59.100,0,59.100,0,59.100,0,59.100,1,59.100,0,59.100,1,,,,,,,,,,
,,,118.400,3,118.400,1,118.400,3,,,,,,,59.200,2,59.200,2,59.200,0,59.200,1,59.200,1,59.200,3,59.200,1,59.200,1,59.200,2,59.200,1,59.200,3,59.200,1,59.200,2,59.200,1,59.200,1,59.200,1,59.200,1,59.200,2,59.200,1,59.200,1,,,,,,,,,,
,,,118.600,1,118.600,3,118.600,0,,,,,,,59.300,3,59.300,2,59.300,0,59.300,2,59.300,3,59.300,1,59.300,0,59.300,2,59.300,1,59.300,2,59.300,0,59.300,2,59.300,0,59.300,2,59.300,1,59.300,2,59.300,0,59.300,0,59.300,1,59.300,2,,,,,,,,,,
,,,118.800,3,118.800,3,118.800,1,,,,,,,59.400,0,59.400,2,59.400,1,59.400,0,59.400,2,59.400,1,59.400,3,59.400,1,59.400,0,59.400,1,59.400,1,59.400,3,59.400,4,59.400,0,59.400,0,59.400,1,59.400,1,59.400,2,59.400,3,59.400,1,,,,,,,,,,
,,,119.000,3,119.000,6,119.000,2,,,,,,,59.500,2,59.500,1,59.500,0,59.500,1,59.500,1,59.500,1,59.500,4,59.500,0,59.500,2,59.500,0,59.500,1,59.500,1,59.500,1,59.500,2,59.500,4,59.500,1,59.500,0,59.500,1,59.500,1,59.500,0,,,,,,,,,,
,,,119.200,4,119.200,3,119.200,1,,,,,,,59.600,1,59.600,0,59.600,1,59.600,1,59.600,0,59.600,1,59.600,1,59.600,1,59.600,2,59.600,3,59.600,1,59.600,2,59.600,1,59.600,0,59.600,0,59.600,0,59.600,1,59.600,2,59.600,0,59.600,0,,,,,,,,,,
,,,119.400,1,119.400,3,119.400,2,,,,,,,59.700,1,59.700,1,59.700,0,59.700,1,59.700,2,59.700,0,59.700,3,59.700,0,59.700,0,59.700,0,59.700,0,59.700,2,59.700,1,59.700,1,59.700,2,59.700,5,59.700,1,59.700,3,59.700,0,59.700,4,,,,,,,,,,
,,,119.600,2,119.600,1,119.600,2,,,,,,,59.800,0,59.800,1,59.800,0,59.800,2,59.800,0,59.800,1,59.800,2,59.800,0,59.800,1,59.800,0,59.800,1,59.800,1,59.800,0,59.800,1,59.800,1,59.800,1,59.800,0,59.800,0,59.800,1,59.800,0,,,,,,,,,,
,,,119.800,5,119.800,1,119.800,1,,,,,,,59.900,2,59.900,1,59.900,1,59.900,2,59.900,3,59.900,3,59.900,0,59.900,1,59.900,0,59.900,0,59.900,0,59.900,2,59.900,2,59.900,1,59.900,1,59.900,0,59.900,2,59.900,1,59.900,0,59.900,1,,,,,,,,,,
,,,120.000,0,120.000,2,120.000,3,,,,,,,60.000,2,60.000,1,60.000,1,60.000,1,60.000,0,60.000,3,60.000,3,60.000,2,60.000,1,60.000,0,60.000,1,60.000,3,60.000,1,60.000,1,60.000,0,60.000,2,60.000,0,60.000,0,60.000,4,60.000,0,,,,,,,,,,
,,,120.200,2,120.200,2,120.200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,120.400,1,120.400,2,120.400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,120.600,3,120.600,1,120.600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,120.800,4,120.800,2,120.800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,121.000,2,121.000,0,121.000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,121.200,1,121.200,4,121.200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,121.400,2,121.400,2,121.400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,121.600,2,121.600,2,121.600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,121.800,5,121.800,1,121.800,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,122.000,1,122.000,2,122.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,122.200,3,122.200,0,122.200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,122.400,0,122.400,0,122.400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,122.600,2,122.600,3,122.600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,122.800,3,122.800,2,122.800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,123.000,1,123.000,2,123.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,123.200,1,123.200,2,123.200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,123.400,2,123.400,5,123.400,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,123.600,0,123.600,2,123.600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,123.800,1,123.800,1,123.800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,124.000,3,124.000,3,124.000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,124.200,4,124.200,1,124.200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,124.400,1,124.400,1,124.400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,124.600,0,124.600,1,124.600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,124.800,2,124.800,2,124.800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,125.000,3,125.000,1,125.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,125.200,1,125.200,3,125.200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,125.400,6,125.400,2,125.400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,125.600,6,125.600,2,125.600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,125.800,4,125.800,2,125.800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,126.000,2,126.000,7,126.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,126.200,3,126.200,3,126.200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,126.400,1,126.400,1,126.400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,126.600,1,126.600,2,126.600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,126.800,2,126.800,0,126.800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,127.000,2,127.000,3,127.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,127.200,3,127.200,1,127.200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,127.400,2,127.400,2,127.400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,127.600,3,127.600,3,127.600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,127.800,0,127.800,2,127.800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,128.000,5,128.000,3,128.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,128.200,3,128.200,3,128.200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,128.400,1,128.400,3,128.400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,128.600,1,128.600,1,128.600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,128.800,2,128.800,2,128.800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,129.000,4,129.000,7,129.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,129.200,1,129.200,2,129.200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,129.400,1,129.400,1,129.400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,129.600,5,129.600,2,129.600,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,129.800,2,129.800,3,129.800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,130.000,0,130.000,4,130.000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,130.200,4,130.200,0,130.200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,130.400,6,130.400,2,130.400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,130.600,3,130.600,7,130.600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,130.800,4,130.800,0,130.800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,131.000,4,131.000,2,131.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,131.200,3,131.200,0,131.200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,131.400,0,131.400,1,131.400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,131.600,2,131.600,2,131.600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,131.800,3,131.800,2,131.800,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,132.000,1,132.000,2,132.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,132.200,3,132.200,2,132.200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,132.400,3,132.400,6,132.400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,132.600,2,132.600,6,132.600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,132.800,2,132.800,2,132.800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,133.000,3,133.000,3,133.000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,133.200,5,133.200,5,133.200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,133.400,2,133.400,2,133.400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,133.600,8,133.600,2,133.600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,133.800,3,133.800,1,133.800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,134.000,1,134.000,2,134.000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,134.200,2,134.200,1,134.200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,134.400,4,134.400,5,134.400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,134.600,2,134.600,4,134.600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,134.800,2,134.800,1,134.800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,135.000,1,135.000,4,135.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,135.200,0,135.200,2,135.200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,135.400,2,135.400,1,135.400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,135.600,2,135.600,1,135.600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,135.800,0,135.800,1,135.800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,136.000,2,136.000,2,136.000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,136.200,0,136.200,1,136.200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,136.400,1,136.400,0,136.400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,136.600,0,136.600,2,136.600,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,136.800,7,136.800,2,136.800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,137.000,2,137.000,1,137.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,137.200,2,137.200,3,137.200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,137.400,4,137.400,1,137.400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,137.600,3,137.600,0,137.600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,137.800,4,137.800,4,137.800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,138.000,2,138.000,3,138.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,138.200,2,138.200,3,138.200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,138.400,3,138.400,4,138.400,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,138.600,0,138.600,3,138.600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,138.800,0,138.800,5,138.800,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,139.000,4,139.000,2,139.000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,139.200,2,139.200,4,139.200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,139.400,2,139.400,5,139.400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,139.600,2,139.600,5,139.600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,139.800,2,139.800,1,139.800,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,140.000,7,140.000,2,140.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,140.200,2,140.200,0,140.200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,140.400,3,140.400,4,140.400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,140.600,3,140.600,2,140.600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,140.800,2,140.800,0,140.800,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,141.000,4,141.000,3,141.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
